location_type,number,city,state,zip_code
Store,8562,Bonney Lake,WA,98391
Store,8563,Oak Harbor,WA,98277
Store,8944,Seattle,WA,98106
Store,8964,Aberdeen,WA,98520
Store,8966,Moses Lake,WA,98837
Store,8998,Sequim,WA,98382
Store,4902,West Allis,WI,53227
Store,4903,Grand Chute,WI,54914
Store,4905,Onalaska,WI,54650
Store,4906,Madison,WI,53704
Store,4907,Franklin,WI,53132
Store,4909,Madison,WI,53711
Store,4910,Delafield,WI,53018
Store,4911,Janesville,WI,53546
Store,4912,Milwaukee,WI,53212
Store,4915,Green Bay,WI,54311
Store,4916,Lake Geneva,WI,53147
Store,4918,Waukesha,WI,53186
Store,4919,Grafton,WI,53024
Store,4920,Green Bay,WI,54303
Store,4921,Mukwonago,WI,53149
Store,4923,Wauwatosa,WI,53222
Store,4924,Kohler,WI,53044
Store,4925,West Bend,WI,53095
Store,4926,Racine,WI,53406
Store,4928,Appleton,WI,54915
Store,4929,Lake Delton,WI,53940
Store,4930,Rhinelander,WI,54501
Store,4931,Wausau,WI,54401
Store,4935,Hudson,WI,54016
Store,4940,Menomonee Falls,WI,53051
Store,4941,Milwaukee,WI,53207
Store,4942,Wisconsin Rapids,WI,54494
Store,4801,Barboursville,WV,25504
Store,4802,Charleston,WV,25309
Store,4803,Vienna,WV,26105
Store,4805,Ranson,WV,25438
Store,8429,Hurricane,WV,25526
Store,8433,Bridgeport,WV,26330
Store,6001,Casper,WY,82609
Store,6002,Cheyenne,WY,82001
Store,6003,Rock Springs,WY,82901
Store,6004,Sheridan,WY,82801
Store,6005,Gillette,WY,82718
Store,8201,Saint Thomas,VI,00802
Store,8622,Kingshill,VI,00850
